,Game,Week,Road Closing Spread,Home Closing Spread
1260,MIA 27 @ CHI 14,7,3,-3
1261,NO 23 @ DET 24,7,1.5,-1.5
1262,CAR 17 @ GB 38,7,6.5,-6.5
1263,KC 23 @ SD 20,7,3,-3
1264,ARI 24 @ OAK 13,7,-3.5,3.5
1265,NYG 21 @ DAL 31,7,5,-5
1266,SF 17 @ DEN 42,7,7,-7
1267,HOU 23 @ PIT 30,7,3,-3
1268,SEA 34 @ ARI 22,7,-5,5
1269,TB 23 @ ATL 31,7,6,-6
1270,CHI 41 @ WAS 45,7,-1,1
1271,DAL 17 @ PHI 3,7,3,-3
1272,NE 27 @ NYJ 30,7,-3.5,3.5
1273,BUF 23 @ MIA 21,7,6,-6
1274,STL 15 @ CAR 30,7,8,-8
1275,CIN 27 @ DET 24,7,2.5,-2.5
1276,SD 24 @ JAC 6,7,-7.5,7.5
1277,HOU 16 @ KC 17,7,7,-7
1278,SF 31 @ TEN 17,7,-3,3
1279,BAL 16 @ PIT 19,7,-2.5,2.5
1280,CLE 13 @ GB 31,7,7.5,-7.5
1281,DEN 33 @ IND 39,7,-6,6
1282,MIN 7 @ NYG 23,7,4,-4
1283,SEA 6 @ SF 13,7,7.5,-7.5
1284,DAL 19 @ CAR 14,7,-2.5,2.5
1285,BAL 13 @ HOU 43,7,6.5,-6.5
1286,CLE 13 @ IND 17,7,1,-1
1287,ARI 14 @ MIN 21,7,7,-7
1288,TEN 35 @ BUF 34,7,4,-4
1289,WAS 23 @ NYG 27,7,6.5,-6.5
1290,NO 35 @ TB 28,7,-1,1
1291,GB 30 @ STL 20,7,-4,4
1292,NYJ 26 @ NE 29,7,11,-11
1293,JAC 23 @ OAK 26,7,6,-6
1294,PIT 24 @ CIN 17,7,-1,1
1295,DET 7 @ CHI 13,7,6.5,-6.5
1296,CHI 24 @ TB 18,7,-1.5,1.5
1297,WAS 20 @ CAR 33,7,1.5,-1.5
1298,SD 21 @ NYJ 27,7,-1,1
1299,SEA 3 @ CLE 6,7,3,-3
1300,HOU 41 @ TEN 7,7,3,-3
1301,DEN 18 @ MIA 15,7,-1,1
1302,ATL 23 @ DET 16,7,4.5,-4.5
1303,KC 28 @ OAK 0,7,3.5,-3.5
1304,PIT 32 @ ARI 20,7,-4,4
1305,STL 7 @ DAL 34,7,14,-14
1306,GB 33 @ MIN 27,7,-10,10
1307,IND 7 @ NO 62,7,13.5,-13.5
1308,BAL 7 @ JAC 12,7,-10,10
1309,PIT 23 @ MIA 22,7,-3,3
1310,CIN 32 @ ATL 39,7,3,-3
1311,JAC 20 @ KC 42,7,9,-9
1312,PHI 19 @ TEN 37,7,3,-3
1313,WAS 17 @ CHI 14,7,3,-3
1314,CLE 30 @ NO 17,7,13,-13
1315,BUF 34 @ BAL 37,7,13,-13
1316,SF 20 @ CAR 23,7,-2,2
1317,STL 17 @ TB 18,7,3,-3
1318,ARI 10 @ SEA 22,7,7,-7
1319,NE 23 @ SD 20,7,3,-3
1320,OAK 59 @ DEN 14,7,7,-7
1321,MIN 24 @ GB 28,7,3,-3
1322,NYG 41 @ DAL 35,7,4,-4
1323,SD 37 @ KC 7,7,-6,6
1324,IND 42 @ STL 6,7,-14,14
1325,GB 31 @ CLE 3,7,-9,9
1326,MIN 17 @ PIT 27,7,6,-6
1327,NE 35 @ TB 7,7,-16,16
1328,SF 21 @ HOU 24,7,3,-3
1329,NYJ 38 @ OAK 0,7,-6,6
1330,BUF 20 @ CAR 9,7,7,-7
1331,CHI 10 @ CIN 45,7,-2,2
1332,NO 46 @ MIA 34,7,-6,6
1333,ATL 21 @ DAL 37,7,5,-5
1334,ARI 24 @ NYG 17,7,8,-8
1335,PHI 27 @ WAS 17,7,-9,9
1336,TEN 34 @ KC 10,7,-9,9
1337,SD 14 @ BUF 23,7,-1,1
1338,PIT 38 @ CIN 10,7,-8,8
1339,BAL 27 @ MIA 13,7,3,-3
1340,DAL 14 @ STL 34,7,-8,8
1341,MIN 41 @ CHI 48,7,3,-3
1342,NO 7 @ CAR 30,7,3,-3
1343,SF 17 @ NYG 29,7,10,-10
1344,DET 21 @ HOU 28,7,11,-11
1345,NYJ 13 @ OAK 16,7,-3,3
1346,CLE 11 @ WAS 14,7,7,-7
1347,IND 14 @ GB 34,7,-3,3
1348,SEA 10 @ TB 20,7,11,-11
1349,DEN 7 @ NE 41,7,3,-3
1350,ARI 19 @ WAS 21,7,8,-8
1351,ATL 16 @ NO 22,7,8,-8
1352,BAL 14 @ BUF 19,7,-3,3
1353,NE 49 @ MIA 28,7,-16,16
1354,SF 15 @ NYG 33,7,10,-10
1355,TB 16 @ DET 23,7,3,-3
1356,TEN 38 @ HOU 36,7,3,-3
1357,KC 12 @ OAK 10,7,2,-2
1358,NYJ 31 @ CIN 38,7,6,-6
1359,MIN 14 @ DAL 24,7,10,-10
1360,CHI 19 @ PHI 16,7,6,-6
1361,STL 6 @ SEA 33,7,8,-8
1362,PIT 28 @ DEN 31,7,-4,4
1363,IND 29 @ JAC 7,7,-3,3
1364,WAS 9 @ MIN 19,8,16.5,-16.5
1365,ARI 9 @ NO 31,8,12.5,-12.5
1366,CIN 10 @ LAR 24,8,12,-12
1367,LAC 17 @ CHI 16,8,3.5,-3.5
1368,NYG 26 @ DET 31,8,6.5,-6.5
1369,NYJ 15 @ JAC 29,8,7,-7
1370,OAK 24 @ HOU 27,8,5,-5
1371,PHI 31 @ BUF 13,8,1,-1
1372,SEA 27 @ ATL 20,8,-7.5,7.5
1373,TB 23 @ TEN 27,8,2,-2
1374,CAR 13 @ SF 51,8,4.5,-4.5
1375,CLE 13 @ NE 27,8,9.5,-9.5
1376,DEN 13 @ IND 15,8,6,-6
1377,GB 31 @ KC 24,8,-5,5
1378,MIA 14 @ PIT 27,8,14,-14
1379,MIA 23 @ HOU 42,8,7.5,-7.5
1380,PHI 24 @ JAC 18,8,-4,4
1381,BAL 21 @ CAR 36,8,-2.5,2.5
1382,CLE 18 @ PIT 33,8,8.5,-8.5
1383,DEN 23 @ KC 30,8,8.5,-8.5
1384,NYJ 10 @ CHI 24,8,8.5,-8.5
1385,SEA 28 @ DET 14,8,3,-3
1386,TB 34 @ CIN 37,8,3.5,-3.5
1387,WAS 20 @ NYG 13,8,-1,1
1388,IND 42 @ OAK 28,8,-3.5,3.5
1389,GB 27 @ LAR 29,8,7.5,-7.5
1390,SF 15 @ ARI 18,8,-2.5,2.5
1391,NO 30 @ MIN 20,8,-2.5,2.5
1392,NE 25 @ BUF 6,8,-13.5,13.5
1393,MIA 0 @ BAL 40,8,3,-3
1394,MIN 33 @ CLE 16,8,-11,11
1395,LAC 13 @ NE 21,8,6.5,-6.5
1396,CHI 12 @ NO 20,8,7.5,-7.5
1397,ATL 25 @ NYJ 20,8,-6.5,6.5
1398,SF 10 @ PHI 33,8,13,-13
1399,CAR 17 @ TB 3,8,1.5,-1.5
1400,OAK 14 @ BUF 34,8,2.5,-2.5
1401,IND 23 @ CIN 24,8,11,-11
1402,HOU 38 @ SEA 41,8,6,-6
1403,DAL 33 @ WAS 19,8,-3,3
1404,PIT 20 @ DET 15,8,-3,3
1405,DEN 19 @ KC 29,8,7,-7
1406,JAC 22 @ TEN 36,8,3,-3
1407,WAS 27 @ CIN 27,8,3,-3
1408,NYJ 31 @ CLE 28,8,-2.5,2.5
1409,SEA 20 @ NO 25,8,-1,1
1410,NE 41 @ BUF 25,8,-5.5,5.5
1411,GB 32 @ ATL 33,8,3,-3
1412,OAK 30 @ TB 24,8,1,-1
1413,KC 30 @ IND 14,8,-3,3
1414,DET 13 @ HOU 20,8,1,-1
1415,SD 19 @ DEN 27,8,3.5,-3.5
1416,ARI 20 @ CAR 30,8,2.5,-2.5
1417,PHI 23 @ DAL 29,8,5,-5
1418,MIN 10 @ CHI 20,8,-5.5,5.5
1419,MIA 7 @ NE 36,8,8,-8
1420,DET 10 @ KC 45,8,3,-3
1421,MIN 23 @ CHI 20,8,-1,1
1422,ARI 34 @ CLE 20,8,-7,7
1423,SD 26 @ BAL 29,8,4.5,-4.5
1424,NYG 49 @ NO 52,8,3,-3
1425,TEN 6 @ HOU 20,8,3.5,-3.5
1426,CIN 16 @ PIT 10,8,1,-1
1427,SF 6 @ STL 27,8,8,-8
1428,TB 23 @ ATL 20,8,8,-8
1429,NYJ 20 @ OAK 34,8,-3,3
1430,SEA 13 @ DAL 12,8,-4.5,4.5
1431,GB 10 @ DEN 29,8,-2.5,2.5
1432,IND 26 @ CAR 29,8,5,-5
1433,SD 21 @ DEN 35,8,9,-9
1434,DET 22 @ ATL 21,8,-3.5,3.5
1435,STL 7 @ KC 34,8,7.5,-7.5
1436,HOU 30 @ TEN 16,8,-3.5,3.5
1437,MIN 19 @ TB 13,8,1,-1
1438,SEA 13 @ CAR 9,8,-6,6
1439,BAL 24 @ CIN 27,8,-2.5,2.5
1440,MIA 27 @ JAC 13,8,-7,7
1441,CHI 23 @ NE 51,8,5.5,-5.5
1442,BUF 43 @ NYJ 23,8,3,-3
1443,PHI 20 @ ARI 24,8,1,-1
1444,OAK 13 @ CLE 23,8,6.5,-6.5
1445,IND 34 @ PIT 51,8,-5,5
1446,GB 23 @ NO 44,8,2,-2
1447,WAS 20 @ DAL 17,8,9.5,-9.5
1448,CAR 31 @ TB 13,8,-6.5,6.5
1449,SF 42 @ JAC 10,8,-16,16
1450,CLE 17 @ KC 23,8,7,-7
1451,MIA 17 @ NE 27,8,6.5,-6.5
1452,BUF 17 @ NO 35,8,10.5,-10.5
1453,DAL 30 @ DET 31,8,3,-3
1454,NYG 15 @ PHI 7,8,5.5,-5.5
1455,NYJ 9 @ CIN 49,8,6,-6
1456,PIT 18 @ OAK 21,8,-2.5,2.5
1457,ATL 13 @ ARI 27,8,2.5,-2.5
1458,WAS 21 @ DEN 45,8,11,-11
1459,GB 44 @ MIN 31,8,-7,7
1460,SEA 14 @ STL 9,8,-13,13
1461,TB 36 @ MIN 17,8,5,-5
1462,SD 6 @ CLE 7,8,-2.5,2.5
1463,SEA 24 @ DET 28,8,3,-3
1464,JAC 15 @ GB 24,8,15,-15
1465,MIA 30 @ NYJ 9,8,1,-1
1466,CAR 22 @ CHI 23,8,7,-7
1467,ATL 30 @ PHI 17,8,1.5,-1.5
1468,IND 19 @ TEN 13,8,3.5,-3.5
1469,NE 45 @ STL 7,8,-7.5,7.5
1470,WAS 12 @ PIT 27,8,4.5,-4.5
1471,OAK 26 @ KC 16,8,1,-1
1472,NYG 29 @ DAL 24,8,-1.5,1.5
1473,NO 14 @ DEN 34,8,6.5,-6.5
1474,SF 24 @ ARI 3,8,-7.5,7.5
1475,IND 10 @ TEN 27,8,9,-9
1476,JAC 14 @ HOU 24,8,9.5,-9.5
1477,MIN 24 @ CAR 21,8,3.5,-3.5
1478,NO 21 @ STL 31,8,-13.5,13.5
1479,ARI 27 @ BAL 30,8,12.5,-12.5
1480,MIA 17 @ NYG 20,8,9.5,-9.5
1481,WAS 0 @ BUF 23,8,4.5,-4.5
1482,DET 45 @ DEN 10,8,-3,3
1483,NE 17 @ PIT 25,8,-2.5,2.5
1484,CLE 10 @ SF 20,8,9,-9
1485,CIN 34 @ SEA 12,8,-1,1
1486,DAL 7 @ PHI 34,8,3,-3
1487,SD 20 @ KC 23,8,-3,3
1488,DEN 16 @ SF 24,8,2,-2
1489,JAC 35 @ DAL 17,8,7,-7
1490,WAS 25 @ DET 37,8,3,-3
1491,GB 9 @ NYJ 0,8,7,-7
1492,CAR 10 @ STL 20,8,3,-3
1493,MIA 22 @ CIN 14,8,-1,1
1494,BUF 10 @ KC 13,8,7,-7
1495,TEN 25 @ SD 33,8,6,-6
1496,TB 38 @ ARI 35,8,3,-3
1497,SEA 3 @ OAK 33,8,2,-2
1498,MIN 18 @ NE 28,8,5,-5
1499,PIT 10 @ NO 20,8,1,-1
1500,HOU 17 @ IND 30,8,5,-5
1501,DEN 7 @ BAL 30,8,5,-5
1502,CLE 6 @ CHI 30,8,11,-11
1503,HOU 31 @ BUF 10,8,-3,3
1504,SF 14 @ IND 18,8,13,-13
1505,MIA 30 @ NYJ 25,8,4,-4
1506,STL 17 @ DET 10,8,3,-3
1507,SEA 17 @ DAL 38,8,10,-10
1508,NYG 17 @ PHI 40,8,-3,3
1509,OAK 16 @ SD 24,8,16,-16
1510,JAC 13 @ TEN 30,8,3,-3
1511,MIN 38 @ GB 26,8,3,-3
1512,CAR 34 @ ARI 21,8,10,-10
1513,ATL 27 @ NO 35,8,11,-11
1514,OAK 10 @ BAL 29,8,9,-9
1515,SD 32 @ NO 37,8,-3,3
1516,KC 24 @ NYJ 28,8,14,-14
1517,BUF 16 @ MIA 25,8,1,-1
1518,TB 9 @ DAL 13,8,2,-2
1519,ATL 14 @ PHI 27,8,10,-10
1520,STL 16 @ NE 23,8,9,-9
1521,ARI 23 @ CAR 27,8,5,-5
1522,WAS 25 @ DET 17,8,-7,7
1523,CLE 23 @ JAC 17,8,7,-7
1524,CIN 6 @ HOU 35,8,9,-9
1525,NYG 21 @ PIT 14,8,3,-3
1526,SEA 34 @ SF 13,8,6,-6
1527,IND 21 @ TEN 31,8,4,-4
1528,CLE 27 @ STL 20,8,-3,3
1529,DET 16 @ CHI 7,8,6,-6
1530,IND 31 @ CAR 7,8,-7,7
1531,NYG 13 @ MIA 10,8,-10,10
1532,PHI 23 @ MIN 16,8,0,0
1533,PIT 24 @ CIN 13,8,-4,4
1534,OAK 9 @ TEN 13,8,7,-7
1535,BUF 13 @ NYJ 3,8,3,-3
1536,HOU 10 @ SD 35,8,10,-10
1537,JAC 24 @ TB 23,8,4,-4
1538,NO 31 @ SF 10,8,-2,2
1539,WAS 7 @ NE 52,8,15,-15
1540,GB 19 @ DEN 13,8,3,-3
1541,SF 28 @ ARI 25,9,-10.5,10.5
1542,HOU 26 @ JAC 3,9,1,-1
1543,CHI 14 @ PHI 22,9,5,-5
1544,IND 24 @ PIT 26,9,1,-1
1545,MIN 23 @ KC 26,9,-5.5,5.5
1546,NYJ 18 @ MIA 26,9,-3.5,3.5
1547,TEN 20 @ CAR 30,9,3.5,-3.5
1548,WAS 9 @ BUF 24,9,10.5,-10.5
1549,DET 24 @ OAK 31,9,2.5,-2.5
1550,TB 34 @ SEA 40,9,4,-4
1551,CLE 19 @ DEN 24,9,-4,4
1552,GB 11 @ LAC 26,9,-4,4
1553,NE 20 @ BAL 37,9,-3,3
1554,DAL 37 @ NYG 18,9,-6.5,6.5
1555,OAK 3 @ SF 34,9,-1.5,1.5
1556,CHI 41 @ BUF 9,9,-10.5,10.5
1557,PIT 23 @ BAL 16,9,1.5,-1.5
1558,ATL 38 @ WAS 14,9,1.5,-1.5
1559,DET 9 @ MIN 24,9,4.5,-4.5
1560,KC 37 @ CLE 21,9,-7.5,7.5
1561,NYJ 6 @ MIA 13,9,3,-3
1562,TB 28 @ CAR 42,9,6,-6
1563,HOU 19 @ DEN 17,9,1,-1
1564,LAC 25 @ SEA 17,9,1,-1
1565,LAR 35 @ NO 45,9,-2.5,2.5
1566,GB 17 @ NE 31,9,5,-5
1567,TEN 28 @ DAL 14,9,4.5,-4.5
1568,BUF 21 @ NYJ 34,9,-3,3
1569,IND 20 @ HOU 14,9,6,-6
1570,ATL 17 @ CAR 20,9,-3,3
1571,BAL 20 @ TEN 23,9,3,-3
1572,TB 10 @ NO 30,9,7,-7
1573,CIN 7 @ JAC 23,9,6,-6
1574,LAR 51 @ NYG 17,9,-5.5,5.5
1575,DEN 23 @ PHI 51,9,7,-7
1576,WAS 17 @ SEA 14,9,8,-8
1577,ARI 20 @ SF 10,9,-2.5,2.5
1578,KC 17 @ DAL 28,9,2,-2
1579,OAK 27 @ MIA 24,9,-3,3
1580,DET 30 @ GB 17,9,-2.5,2.5
1581,ATL 43 @ TB 28,9,-4.5,4.5
1582,DAL 35 @ CLE 10,9,-7,7
1583,PIT 14 @ BAL 21,9,-3.5,3.5
1584,PHI 23 @ NYG 28,9,3,-3
1585,DET 22 @ MIN 16,9,4,-4
1586,NYJ 23 @ MIA 27,9,3.5,-3.5
1587,JAC 14 @ KC 19,9,7,-7
1588,NO 41 @ SF 23,9,-5,5
1589,CAR 13 @ LA 10,9,-3,3
1590,TEN 35 @ SD 43,9,3.5,-3.5
1591,IND 31 @ GB 26,9,7.5,-7.5
1592,DEN 20 @ OAK 30,9,1,-1
1593,BUF 25 @ SEA 31,9,5.5,-5.5
1594,CLE 10 @ CIN 31,9,13,-13
1595,OAK 35 @ PIT 38,9,6,-6
1596,GB 29 @ CAR 37,9,-2,2
1597,WAS 10 @ NE 27,9,13.5,-13.5
1598,TEN 34 @ NO 28,9,7,-7
1599,JAC 23 @ NYJ 28,9,7.5,-7.5
1600,STL 18 @ MIN 21,9,2,-2
1601,MIA 17 @ BUF 33,9,4,-4
1602,ATL 16 @ SF 17,9,-9.5,9.5
1603,NYG 32 @ TB 18,9,-1.5,1.5
1604,DEN 24 @ IND 27,9,-3.5,3.5
1605,PHI 33 @ DAL 27,9,-3,3
1606,CHI 22 @ SD 19,9,3.5,-3.5
1607,NO 28 @ CAR 10,9,-3,3
1608,TB 17 @ CLE 22,9,7,-7
1609,ARI 28 @ DAL 17,9,1.5,-1.5
1610,PHI 31 @ HOU 21,9,-1.5,1.5
1611,NYJ 10 @ KC 24,9,9.5,-9.5
1612,JAC 23 @ CIN 33,9,10,-10
1613,SD 0 @ MIA 37,9,3,-3
1614,WAS 26 @ MIN 29,9,-1,1
1615,STL 13 @ SF 10,9,10.5,-10.5
1616,DEN 21 @ NE 43,9,-3,3
1617,OAK 24 @ SEA 30,9,13.5,-13.5
1618,BAL 23 @ PIT 43,9,2.5,-2.5
1619,IND 40 @ NYG 24,9,-3,3
1620,CIN 20 @ MIA 22,9,-3,3
1621,ATL 10 @ CAR 34,9,10,-10
1622,MIN 23 @ DAL 27,9,10,-10
1623,NO 20 @ NYJ 26,9,-6,6
1624,TEN 28 @ STL 21,9,-3,3
1625,KC 23 @ BUF 13,9,-4.5,4.5
1626,SD 24 @ WAS 30,9,1,-1
1627,PHI 49 @ OAK 20,9,-1,1
1628,TB 24 @ SEA 27,9,16,-16
1629,BAL 18 @ CLE 24,9,-1,1
1630,PIT 31 @ NE 55,9,5.5,-5.5
1631,IND 27 @ HOU 24,9,-1,1
1632,CHI 27 @ GB 20,9,10.5,-10.5
1633,KC 13 @ SD 31,9,7.5,-7.5
1634,BAL 25 @ CLE 15,9,-3.5,3.5
1635,ARI 17 @ GB 31,9,10.5,-10.5
1636,BUF 9 @ HOU 21,9,11,-11
1637,MIA 20 @ IND 23,9,-2.5,2.5
1638,DEN 31 @ CIN 23,9,-5,5
1639,DET 31 @ JAC 14,9,-6,6
1640,CAR 21 @ WAS 13,9,3,-3
1641,CHI 50 @ TEN 20,9,-4.5,4.5
1642,TB 42 @ OAK 32,9,1,-1
1643,MIN 20 @ SEA 30,9,4.5,-4.5
1644,PIT 24 @ NYG 20,9,3.5,-3.5
1645,DAL 13 @ ATL 19,9,4.5,-4.5
1646,PHI 13 @ NO 28,9,2.5,-2.5
1647,ATL 31 @ IND 7,9,-6.5,6.5
1648,TB 16 @ NO 27,9,9,-9
1649,CLE 12 @ HOU 30,9,10.5,-10.5
1650,NYJ 27 @ BUF 11,9,2.5,-2.5
1651,MIA 31 @ KC 3,9,4,-4
1652,SF 19 @ WAS 11,9,-4,4
1653,SEA 13 @ DAL 23,9,11,-11
1654,DEN 38 @ OAK 24,9,7,-7
1655,CIN 24 @ TEN 17,9,1.5,-1.5
1656,STL 13 @ ARI 19,9,2.5,-2.5
1657,NYG 24 @ NE 20,9,9,-9
1658,GB 45 @ SD 38,9,-5.5,5.5
1659,BAL 23 @ PIT 20,9,3,-3
1660,CHI 30 @ PHI 24,9,9,-9
1661,CHI 22 @ BUF 19,9,-3,3
1662,SD 29 @ HOU 23,9,-3,3
1663,NO 34 @ CAR 3,9,-6,6
1664,ARI 24 @ MIN 27,9,7,-7
1665,TB 21 @ ATL 27,9,10,-10
1666,NYJ 23 @ DET 20,9,-6,6
1667,MIA 10 @ BAL 26,9,5,-5
1668,NE 14 @ CLE 34,9,-4,4
1669,NYG 41 @ SEA 7,9,-7,7
1670,KC 20 @ OAK 23,9,0,0
1671,IND 24 @ PHI 26,9,3,-3
1672,DAL 7 @ GB 45,9,8,-8
1673,PIT 27 @ CIN 21,9,-5,5
1674,KC 21 @ JAC 24,9,7,-7
1675,BAL 7 @ CIN 17,9,-3,3
1676,HOU 17 @ IND 20,9,8,-8
1677,WAS 17 @ ATL 31,9,9,-9
1678,GB 28 @ TB 38,9,-10,10
1679,ARI 41 @ CHI 21,9,3,-3
1680,MIA 17 @ NE 27,9,11,-11
1681,CAR 20 @ NO 30,9,12,-12
1682,DET 20 @ SEA 32,9,11,-11
1683,TEN 34 @ SF 27,9,4,-4
1684,SD 21 @ NYG 20,9,5,-5
1685,DAL 20 @ PHI 16,9,3,-3
1686,PIT 28 @ DEN 10,9,-3,3
1687,HOU 21 @ MIN 28,9,6,-6
1688,JAC 19 @ CIN 21,9,-7,7
1689,TB 30 @ KC 27,9,-10,10
1690,BAL 37 @ CLE 27,9,3,-3
1691,NYJ 26 @ BUF 17,9,6,-6
1692,ARI 34 @ STL 13,9,-3,3
1693,DET 23 @ CHI 27,9,13,-13
1694,GB 16 @ TEN 19,9,3,-3
1695,MIA 26 @ DEN 17,9,4,-4
1696,ATL 24 @ OAK 0,9,-3,3
1697,DAL 14 @ NYG 35,9,9,-9
1698,PHI 26 @ SEA 7,9,-7,7
1699,NE 15 @ IND 18,9,7,-7
1700,PIT 23 @ WAS 6,9,3,-3
1701,WAS 23 @ NYJ 20,9,-4,4
1702,GB 33 @ KC 22,9,3,-3
1703,ARI 10 @ TB 17,9,3,-3
1704,CAR 7 @ TEN 20,9,6,-6
1705,SF 16 @ ATL 20,9,4,-4
1706,DEN 7 @ DET 44,9,3,-3
1707,CIN 21 @ BUF 33,9,-2,2
1708,SD 17 @ MIN 35,9,-7,7
1709,JAC 24 @ NO 41,9,4,-4
1710,SEA 30 @ CLE 33,9,2,-2
1711,NE 24 @ IND 20,9,-4,4
1712,HOU 24 @ OAK 17,9,3,-3
1713,DAL 38 @ PHI 17,9,-3,3
1714,BAL 7 @ PIT 38,9,9,-9
1715,LAC 24 @ OAK 26,10,-1,1
1716,ARI 27 @ TB 30,10,5.5,-5.5
1717,ATL 26 @ NO 9,10,14,-14
1718,BAL 49 @ CIN 13,10,-10.5,10.5
1719,BUF 16 @ CLE 19,10,3,-3
1720,CAR 16 @ GB 24,10,5,-5
1721,DET 13 @ CHI 20,10,6,-6
1722,KC 32 @ TEN 35,10,-5,5
1723,NYG 27 @ NYJ 34,10,-3,3
1724,MIA 16 @ IND 12,10,11,-11
1725,LAR 12 @ PIT 17,10,-4,4
1726,MIN 28 @ DAL 24,10,3.5,-3.5
1727,SEA 27 @ SF 24,10,6.5,-6.5
1728,CAR 21 @ PIT 52,10,3.5,-3.5
1729,ARI 14 @ KC 26,10,16.5,-16.5
1730,BUF 41 @ NYJ 10,10,6.5,-6.5
1731,JAC 26 @ IND 29,10,3,-3
1732,NE 10 @ TEN 34,10,-6,6
1733,NO 51 @ CIN 14,10,-5.5,5.5
1734,WAS 16 @ TB 3,10,3.5,-3.5
1735,ATL 16 @ CLE 28,10,-5.5,5.5
1736,DET 22 @ CHI 34,10,7.5,-7.5
1737,MIA 12 @ GB 31,10,13,-13
1738,LAC 20 @ OAK 6,10,-10.5,10.5
1739,SEA 31 @ LAR 36,10,10,-10
1740,DAL 27 @ PHI 20,10,7.5,-7.5
1741,NYG 27 @ SF 23,10,3,-3
1742,SEA 22 @ ARI 16,10,-6,6
1743,LAC 17 @ JAC 20,10,5,-5
1744,NYJ 10 @ TB 15,10,1,-1
1745,NO 47 @ BUF 10,10,-2,2
1746,MIN 38 @ WAS 30,10,-1,1
1747,CIN 20 @ TEN 24,10,4.5,-4.5
1748,GB 23 @ CHI 16,10,4.5,-4.5
1749,CLE 24 @ DET 38,10,10.5,-10.5
1750,PIT 20 @ IND 17,10,-10.5,10.5
1751,HOU 7 @ LAR 33,10,12,-12
1752,DAL 7 @ ATL 27,10,3.5,-3.5
1753,NYG 21 @ SF 31,10,-3,3
1754,NE 41 @ DEN 16,10,-7,7
1755,MIA 21 @ CAR 45,10,8,-8
1756,CLE 7 @ BAL 28,10,7.5,-7.5
1757,HOU 24 @ JAC 21,10,3,-3
1758,KC 20 @ CAR 17,10,3,-3
1759,LA 9 @ NYJ 6,10,-1,1
1760,ATL 15 @ PHI 24,10,2,-2
1761,GB 25 @ TEN 47,10,-3,3
1762,MIN 20 @ WAS 26,10,2.5,-2.5
1763,CHI 10 @ TB 36,10,-2.5,2.5
1764,DEN 25 @ NO 23,10,3,-3
1765,MIA 31 @ SD 24,10,4,-4
1766,SF 20 @ ARI 23,10,14,-14
1767,DAL 35 @ PIT 30,10,3,-3
1768,SEA 31 @ NE 24,10,7.5,-7.5
1769,CIN 20 @ NYG 21,10,-1,1
1770,BUF 22 @ NYJ 17,10,2.5,-2.5
1771,DET 18 @ GB 16,10,10.5,-10.5
1772,JAC 22 @ BAL 20,10,4,-4
1773,CHI 37 @ STL 13,10,7.5,-7.5
1774,CLE 9 @ PIT 30,10,7,-7
1775,CAR 27 @ TEN 10,10,-3.5,3.5
1776,NO 14 @ WAS 47,10,-1,1
1777,DAL 6 @ TB 10,10,-1,1
1778,MIA 20 @ PHI 19,10,5.5,-5.5
1779,MIN 30 @ OAK 14,10,3,-3
1780,KC 29 @ DEN 13,10,4,-4
1781,NE 27 @ NYG 26,10,-7,7
1782,ARI 39 @ SEA 32,10,3,-3
1783,HOU 10 @ CIN 6,10,10,-10
1784,CLE 24 @ CIN 3,10,6.5,-6.5
1785,KC 17 @ BUF 13,10,2,-2
1786,MIA 16 @ DET 20,10,3,-3
1787,DAL 31 @ JAC 17,10,-7.5,7.5
1788,SF 27 @ NO 24,10,6,-6
1789,TEN 7 @ BAL 21,10,10.5,-10.5
1790,PIT 13 @ NYJ 20,10,-4.5,4.5
1791,ATL 27 @ TB 17,10,-3.5,3.5
1792,DEN 41 @ OAK 17,10,-13,13
1793,STL 14 @ ARI 31,10,7,-7
1794,NYG 17 @ SEA 38,10,9,-9
1795,CHI 14 @ GB 55,10,9.5,-9.5
1796,CAR 21 @ PHI 45,10,7,-7
1797,WAS 27 @ MIN 34,10,-1,1
1798,CIN 17 @ BAL 20,10,1,-1
1799,DET 21 @ CHI 19,10,-1,1
1800,PHI 27 @ GB 13,10,-1,1
1801,STL 38 @ IND 8,10,7.5,-7.5
1802,SEA 33 @ ATL 10,10,-3.5,3.5
1803,OAK 20 @ NYG 24,10,7.5,-7.5
1804,JAC 29 @ TEN 27,10,11.5,-11.5
1805,BUF 10 @ PIT 23,10,3,-3
1806,CAR 10 @ SF 9,10,6,-6
1807,HOU 24 @ ARI 27,10,4,-4
1808,DEN 28 @ SD 20,10,-7,7
1809,DAL 17 @ NO 49,10,6,-6
1810,MIA 19 @ TB 22,10,-1,1
1811,IND 27 @ JAC 10,10,-3,3
1812,DEN 36 @ CAR 14,10,-3.5,3.5
1813,NYG 13 @ CIN 31,10,-3.5,3.5
1814,TEN 37 @ MIA 3,10,6.5,-6.5
1815,DET 24 @ MIN 34,10,-3,3
1816,OAK 20 @ BAL 55,10,7.5,-7.5
1817,BUF 31 @ NE 37,10,13.5,-13.5
1818,SD 24 @ TB 34,10,3,-3
1819,ATL 27 @ NO 31,10,-1,1
1820,NYJ 7 @ SEA 28,10,5.5,-5.5
1821,DAL 38 @ PHI 23,10,-1,1
1822,STL 24 @ SF 24,10,13,-13
1823,HOU 13 @ CHI 6,10,1,-1
1824,KC 13 @ PIT 16,10,12.5,-12.5
